original,sanitized
[Hliatoras 474kWp Andravida] PCC PCC average current (A),hliatoras_474kwp_andravida__pcc_average_current__a
[Hliatoras 474kWp Andravida] PCC PCC average line voltage (Vac),hliatoras_474kwp_andravida__pcc_average_line_voltage__vac
[Hliatoras 474kWp Andravida] PCC PCC average phase voltage (Vac),hliatoras_474kwp_andravida__pcc_average_phase_voltage__vac
[Hliatoras 474kWp Andravida] PCC PCC current of phase L1 (A),hliatoras_474kwp_andravida__pcc_current_of_phase_l1__a
[Hliatoras 474kWp Andravida] PCC PCC current of phase L2 (A),hliatoras_474kwp_andravida__pcc_current_of_phase_l2__a
[Hliatoras 474kWp Andravida] PCC PCC current of phase L3 (A),hliatoras_474kwp_andravida__pcc_current_of_phase_l3__a
[Hliatoras 474kWp Andravida] PCC PCC current unbalance of phase L1 (%),hliatoras_474kwp_andravida__pcc_current_unbalance_of_phase_l1__pct
[Hliatoras 474kWp Andravida] PCC PCC current unbalance of phase L2 (%),hliatoras_474kwp_andravida__pcc_current_unbalance_of_phase_l2__pct
[Hliatoras 474kWp Andravida] PCC PCC current unbalance of phase L3 (%),hliatoras_474kwp_andravida__pcc_current_unbalance_of_phase_l3__pct
[Hliatoras 474kWp Andravida] PCC PCC frequency (Hz),hliatoras_474kwp_andravida__pcc_frequency__hz
[Hliatoras 474kWp Andravida] PCC PCC power factor of phase L1 (-),hliatoras_474kwp_andravida__pcc_power_factor_of_phase_l1
[Hliatoras 474kWp Andravida] PCC PCC power factor of phase L2 (-),hliatoras_474kwp_andravida__pcc_power_factor_of_phase_l2
[Hliatoras 474kWp Andravida] PCC PCC power factor of phase L3 (-),hliatoras_474kwp_andravida__pcc_power_factor_of_phase_l3
[Hliatoras 474kWp Andravida] PCC PCC reactive energy export (kVArh),hliatoras_474kwp_andravida__pcc_reactive_energy_export__kvarh
[Hliatoras 474kWp Andravida] PCC PCC reactive energy import (kVArh),hliatoras_474kwp_andravida__pcc_reactive_energy_import__kvarh
[Hliatoras 474kWp Andravida] PCC PCC total power factor (-),hliatoras_474kwp_andravida__pcc_total_power_factor
[Hliatoras 474kWp Andravida] PCC PCC voltage of L1-L2 (Vac),hliatoras_474kwp_andravida__pcc_voltage_of_l1_l2__vac
[Hliatoras 474kWp Andravida] PCC PCC voltage of L2-L3 (Vac),hliatoras_474kwp_andravida__pcc_voltage_of_l2_l3__vac
[Hliatoras 474kWp Andravida] PCC PCC voltage of L3-L1 (Vac),hliatoras_474kwp_andravida__pcc_voltage_of_l3_l1__vac
[Hliatoras 474kWp Andravida] PCC Production active energy export (kWh),hliatoras_474kwp_andravida__pcc_production_active_energy_export__kwh
[Hliatoras 474kWp Andravida] PCC Production active energy import (kWh),hliatoras_474kwp_andravida__pcc_production_active_energy_import__kwh
[Hliatoras 474kWp Andravida] PCC Production apparent energy (kVAh),hliatoras_474kwp_andravida__pcc_production_apparent_energy__kvah
[Hliatoras 474kWp Andravida] PCC Production current of phase L1 (A),hliatoras_474kwp_andravida__pcc_production_current_of_phase_l1__a
[Hliatoras 474kWp Andravida] PCC Production current of phase L2 (A),hliatoras_474kwp_andravida__pcc_production_current_of_phase_l2__a
[Hliatoras 474kWp Andravida] PCC Production current of phase L3 (A),hliatoras_474kwp_andravida__pcc_production_current_of_phase_l3__a
[Hliatoras 474kWp Andravida] PCC Production frequency (Hz),hliatoras_474kwp_andravida__pcc_production_frequency__hz
[Hliatoras 474kWp Andravida] PCC Production reactive energy export (kVArh),hliatoras_474kwp_andravida__pcc_production_reactive_energy_export__kvarh
[Hliatoras 474kWp Andravida] PCC Production reactive energy import (kVArh),hliatoras_474kwp_andravida__pcc_production_reactive_energy_import__kvarh
[Hliatoras 474kWp Andravida] PCC Production total power factor (-),hliatoras_474kwp_andravida__pcc_production_total_power_factor
[Hliatoras 474kWp Andravida] PCC Production voltage of L1-L2 (Vac),hliatoras_474kwp_andravida__pcc_production_voltage_of_l1_l2__vac
[Hliatoras 474kWp Andravida] PCC Production voltage of L2-L3 (Vac),hliatoras_474kwp_andravida__pcc_production_voltage_of_l2_l3__vac
[Hliatoras 474kWp Andravida] PCC Production voltage of L3-L1 (Vac),hliatoras_474kwp_andravida__pcc_production_voltage_of_l3_l1__vac
[Hliatoras 474kWp Andravida] PCC Total Production active power (kW),hliatoras_474kwp_andravida__pcc_total_production_active_power__kw
[Hliatoras 474kWp Andravida] PCC Total Production apparent power (kVA),hliatoras_474kwp_andravida__pcc_total_production_apparent_power__kva
[Hliatoras 474kWp Andravida] PCC Total Production reactive power (kVAr),hliatoras_474kwp_andravida__pcc_total_production_reactive_power__kvar
[Hliatoras 474kWp Andravida] Weather Station Ambient Temperature (C),hliatoras_474kwp_andravida__weather_station_ambient_temperature__c
[Hliatoras 474kWp Andravida] Weather Station Wind Speed  (m*s^-1),hliatoras_474kwp_andravida__weather_station_wind_speed__m_s_1
[Kalamata_Asproxoma_1575kWp] PCC PCC Current THD-R of neutral (%),kalamata_asproxoma_1575kwp__pcc_current_thd_r_of_neutral__pct
[Kalamata_Asproxoma_1575kWp] PCC PCC Current THD-R of phase L1 (%),kalamata_asproxoma_1575kwp__pcc_current_thd_r_of_phase_l1__pct
[Kalamata_Asproxoma_1575kWp] PCC PCC Current THD-R of phase L2 (%),kalamata_asproxoma_1575kwp__pcc_current_thd_r_of_phase_l2__pct
[Kalamata_Asproxoma_1575kWp] PCC PCC Current THD-R of phase L3 (%),kalamata_asproxoma_1575kwp__pcc_current_thd_r_of_phase_l3__pct
[Kalamata_Asproxoma_1575kWp] PCC PCC active energy export (kWh),kalamata_asproxoma_1575kwp__pcc_active_energy_export__kwh
[Kalamata_Asproxoma_1575kWp] PCC PCC active energy import (kWh),kalamata_asproxoma_1575kwp__pcc_active_energy_import__kwh
[Kalamata_Asproxoma_1575kWp] PCC PCC apparent energy (kVAh),kalamata_asproxoma_1575kwp__pcc_apparent_energy__kvah
[Kalamata_Asproxoma_1575kWp] PCC PCC average current (A),kalamata_asproxoma_1575kwp__pcc_average_current__a
[Kalamata_Asproxoma_1575kWp] PCC PCC average line voltage (Vac),kalamata_asproxoma_1575kwp__pcc_average_line_voltage__vac
[Kalamata_Asproxoma_1575kWp] PCC PCC average phase voltage (Vac),kalamata_asproxoma_1575kwp__pcc_average_phase_voltage__vac
[Kalamata_Asproxoma_1575kWp] PCC PCC current of phase L1 (A),kalamata_asproxoma_1575kwp__pcc_current_of_phase_l1__a
[Kalamata_Asproxoma_1575kWp] PCC PCC current of phase L2 (A),kalamata_asproxoma_1575kwp__pcc_current_of_phase_l2__a
[Kalamata_Asproxoma_1575kWp] PCC PCC current of phase L3 (A),kalamata_asproxoma_1575kwp__pcc_current_of_phase_l3__a
[Kalamata_Asproxoma_1575kWp] PCC PCC current unbalance of phase L1 (%),kalamata_asproxoma_1575kwp__pcc_current_unbalance_of_phase_l1__pct
[Kalamata_Asproxoma_1575kWp] PCC PCC current unbalance of phase L2 (%),kalamata_asproxoma_1575kwp__pcc_current_unbalance_of_phase_l2__pct
[Kalamata_Asproxoma_1575kWp] PCC PCC current unbalance of phase L3 (%),kalamata_asproxoma_1575kwp__pcc_current_unbalance_of_phase_l3__pct
[Kalamata_Asproxoma_1575kWp] PCC PCC frequency (Hz),kalamata_asproxoma_1575kwp__pcc_frequency__hz
[Kalamata_Asproxoma_1575kWp] PCC PCC power factor of phase L1 (-),kalamata_asproxoma_1575kwp__pcc_power_factor_of_phase_l1
[Kalamata_Asproxoma_1575kWp] PCC PCC power factor of phase L2 (-),kalamata_asproxoma_1575kwp__pcc_power_factor_of_phase_l2
[Kalamata_Asproxoma_1575kWp] PCC PCC power factor of phase L3 (-),kalamata_asproxoma_1575kwp__pcc_power_factor_of_phase_l3
[Kalamata_Asproxoma_1575kWp] PCC PCC reactive energy export (kVArh),kalamata_asproxoma_1575kwp__pcc_reactive_energy_export__kvarh
[Kalamata_Asproxoma_1575kWp] PCC PCC reactive energy import (kVArh),kalamata_asproxoma_1575kwp__pcc_reactive_energy_import__kvarh
[Kalamata_Asproxoma_1575kWp] PCC PCC total power factor (-),kalamata_asproxoma_1575kwp__pcc_total_power_factor
[Kalamata_Asproxoma_1575kWp] PCC PCC voltage of L1-L2 (Vac),kalamata_asproxoma_1575kwp__pcc_voltage_of_l1_l2__vac
[Kalamata_Asproxoma_1575kWp] PCC PCC voltage of L2-L3 (Vac),kalamata_asproxoma_1575kwp__pcc_voltage_of_l2_l3__vac
[Kalamata_Asproxoma_1575kWp] PCC PCC voltage of L3-L1 (Vac),kalamata_asproxoma_1575kwp__pcc_voltage_of_l3_l1__vac
[Kalamata_Asproxoma_1575kWp] PCC Production active energy export (kWh),kalamata_asproxoma_1575kwp__pcc_production_active_energy_export__kwh
[Kalamata_Asproxoma_1575kWp] PCC Production active energy import (kWh),kalamata_asproxoma_1575kwp__pcc_production_active_energy_import__kwh
[Kalamata_Asproxoma_1575kWp] PCC Production apparent energy (kVAh),kalamata_asproxoma_1575kwp__pcc_production_apparent_energy__kvah
[Kalamata_Asproxoma_1575kWp] PCC Production current of phase L1 (A),kalamata_asproxoma_1575kwp__pcc_production_current_of_phase_l1__a
[Kalamata_Asproxoma_1575kWp] PCC Production current of phase L2 (A),kalamata_asproxoma_1575kwp__pcc_production_current_of_phase_l2__a
[Kalamata_Asproxoma_1575kWp] PCC Production current of phase L3 (A),kalamata_asproxoma_1575kwp__pcc_production_current_of_phase_l3__a
[Kalamata_Asproxoma_1575kWp] PCC Production frequency (Hz),kalamata_asproxoma_1575kwp__pcc_production_frequency__hz
[Kalamata_Asproxoma_1575kWp] PCC Production reactive energy export (kVArh),kalamata_asproxoma_1575kwp__pcc_production_reactive_energy_export__kvarh
[Kalamata_Asproxoma_1575kWp] PCC Production reactive energy import (kVArh),kalamata_asproxoma_1575kwp__pcc_production_reactive_energy_import__kvarh
[Kalamata_Asproxoma_1575kWp] PCC Production total power factor (-),kalamata_asproxoma_1575kwp__pcc_production_total_power_factor
[Kalamata_Asproxoma_1575kWp] PCC Total Production active power (kW),kalamata_asproxoma_1575kwp__pcc_total_production_active_power__kw
[Kalamata_Asproxoma_1575kWp] PCC Total Production apparent power (kVA),kalamata_asproxoma_1575kwp__pcc_total_production_apparent_power__kva
[Kalamata_Asproxoma_1575kWp] PCC Total Production reactive power (kVAr),kalamata_asproxoma_1575kwp__pcc_total_production_reactive_power__kvar
[Kalamata_Asproxoma_1575kWp] Weather Station 1 Ambient Temperature (C),kalamata_asproxoma_1575kwp__weather_station_1_ambient_temperature__c
[Kalamata_Asproxoma_1575kWp] Weather Station 1 Relative Humidity  (%),kalamata_asproxoma_1575kwp__weather_station_1_relative_humidity__pct
[Kalamata_Asproxoma_1575kWp] Weather Station 1 Wind Speed  (m*s^-1),kalamata_asproxoma_1575kwp__weather_station_1_wind_speed__m_s_1
[Kalamata_Asproxoma_2131kWp] PCC PCC Current THD-R of neutral (%),kalamata_asproxoma_2131kwp__pcc_current_thd_r_of_neutral__pct
[Kalamata_Asproxoma_2131kWp] PCC PCC Current THD-R of phase L1 (%),kalamata_asproxoma_2131kwp__pcc_current_thd_r_of_phase_l1__pct
[Kalamata_Asproxoma_2131kWp] PCC PCC Current THD-R of phase L2 (%),kalamata_asproxoma_2131kwp__pcc_current_thd_r_of_phase_l2__pct
[Kalamata_Asproxoma_2131kWp] PCC PCC Current THD-R of phase L3 (%),kalamata_asproxoma_2131kwp__pcc_current_thd_r_of_phase_l3__pct
[Kalamata_Asproxoma_2131kWp] PCC PCC active energy export (kWh),kalamata_asproxoma_2131kwp__pcc_active_energy_export__kwh
[Kalamata_Asproxoma_2131kWp] PCC PCC active energy import (kWh),kalamata_asproxoma_2131kwp__pcc_active_energy_import__kwh
[Kalamata_Asproxoma_2131kWp] PCC PCC apparent energy (kVAh),kalamata_asproxoma_2131kwp__pcc_apparent_energy__kvah
[Kalamata_Asproxoma_2131kWp] PCC PCC average current (A),kalamata_asproxoma_2131kwp__pcc_average_current__a
[Kalamata_Asproxoma_2131kWp] PCC PCC average line voltage (Vac),kalamata_asproxoma_2131kwp__pcc_average_line_voltage__vac
[Kalamata_Asproxoma_2131kWp] PCC PCC average phase voltage (Vac),kalamata_asproxoma_2131kwp__pcc_average_phase_voltage__vac
[Kalamata_Asproxoma_2131kWp] PCC PCC current of phase L1 (A),kalamata_asproxoma_2131kwp__pcc_current_of_phase_l1__a
[Kalamata_Asproxoma_2131kWp] PCC PCC current of phase L2 (A),kalamata_asproxoma_2131kwp__pcc_current_of_phase_l2__a
[Kalamata_Asproxoma_2131kWp] PCC PCC current of phase L3 (A),kalamata_asproxoma_2131kwp__pcc_current_of_phase_l3__a
[Kalamata_Asproxoma_2131kWp] PCC PCC current unbalance of phase L1 (%),kalamata_asproxoma_2131kwp__pcc_current_unbalance_of_phase_l1__pct
[Kalamata_Asproxoma_2131kWp] PCC PCC current unbalance of phase L2 (%),kalamata_asproxoma_2131kwp__pcc_current_unbalance_of_phase_l2__pct
[Kalamata_Asproxoma_2131kWp] PCC PCC current unbalance of phase L3 (%),kalamata_asproxoma_2131kwp__pcc_current_unbalance_of_phase_l3__pct
[Kalamata_Asproxoma_2131kWp] PCC PCC frequency (Hz),kalamata_asproxoma_2131kwp__pcc_frequency__hz
[Kalamata_Asproxoma_2131kWp] PCC PCC power factor of phase L1 (-),kalamata_asproxoma_2131kwp__pcc_power_factor_of_phase_l1
[Kalamata_Asproxoma_2131kWp] PCC PCC power factor of phase L2 (-),kalamata_asproxoma_2131kwp__pcc_power_factor_of_phase_l2
[Kalamata_Asproxoma_2131kWp] PCC PCC power factor of phase L3 (-),kalamata_asproxoma_2131kwp__pcc_power_factor_of_phase_l3
[Kalamata_Asproxoma_2131kWp] PCC PCC reactive energy export (kVArh),kalamata_asproxoma_2131kwp__pcc_reactive_energy_export__kvarh
[Kalamata_Asproxoma_2131kWp] PCC PCC reactive energy import (kVArh),kalamata_asproxoma_2131kwp__pcc_reactive_energy_import__kvarh
[Kalamata_Asproxoma_2131kWp] PCC PCC total power factor (-),kalamata_asproxoma_2131kwp__pcc_total_power_factor
[Kalamata_Asproxoma_2131kWp] PCC PCC voltage of L1-L2 (Vac),kalamata_asproxoma_2131kwp__pcc_voltage_of_l1_l2__vac
[Kalamata_Asproxoma_2131kWp] PCC PCC voltage of L2-L3 (Vac),kalamata_asproxoma_2131kwp__pcc_voltage_of_l2_l3__vac
[Kalamata_Asproxoma_2131kWp] PCC PCC voltage of L3-L1 (Vac),kalamata_asproxoma_2131kwp__pcc_voltage_of_l3_l1__vac
[Kalamata_Asproxoma_2131kWp] PCC Production active energy export (kWh),kalamata_asproxoma_2131kwp__pcc_production_active_energy_export__kwh
[Kalamata_Asproxoma_2131kWp] PCC Production active energy import (kWh),kalamata_asproxoma_2131kwp__pcc_production_active_energy_import__kwh
[Kalamata_Asproxoma_2131kWp] PCC Production current of phase L1 (A),kalamata_asproxoma_2131kwp__pcc_production_current_of_phase_l1__a
[Kalamata_Asproxoma_2131kWp] PCC Production current of phase L2 (A),kalamata_asproxoma_2131kwp__pcc_production_current_of_phase_l2__a
[Kalamata_Asproxoma_2131kWp] PCC Production current of phase L3 (A),kalamata_asproxoma_2131kwp__pcc_production_current_of_phase_l3__a
[Kalamata_Asproxoma_2131kWp] PCC Production frequency (Hz),kalamata_asproxoma_2131kwp__pcc_production_frequency__hz
[Kalamata_Asproxoma_2131kWp] PCC Production reactive energy export (kVArh),kalamata_asproxoma_2131kwp__pcc_production_reactive_energy_export__kvarh
[Kalamata_Asproxoma_2131kWp] PCC Production reactive energy import (kVArh),kalamata_asproxoma_2131kwp__pcc_production_reactive_energy_import__kvarh
[Kalamata_Asproxoma_2131kWp] PCC Production total power factor (-),kalamata_asproxoma_2131kwp__pcc_production_total_power_factor
[Kalamata_Asproxoma_2131kWp] PCC Production voltage of L1-L2 (Vac),kalamata_asproxoma_2131kwp__pcc_production_voltage_of_l1_l2__vac
[Kalamata_Asproxoma_2131kWp] PCC Production voltage of L2-L3 (Vac),kalamata_asproxoma_2131kwp__pcc_production_voltage_of_l2_l3__vac
[Kalamata_Asproxoma_2131kWp] PCC Production voltage of L3-L1 (Vac),kalamata_asproxoma_2131kwp__pcc_production_voltage_of_l3_l1__vac
[Kalamata_Asproxoma_2131kWp] PCC Total Production active power (kW),kalamata_asproxoma_2131kwp__pcc_total_production_active_power__kw
[Kalamata_Asproxoma_2131kWp] PCC Total Production reactive power (kVAr),kalamata_asproxoma_2131kwp__pcc_total_production_reactive_power__kvar
[Kalamata_Asproxoma_2131kWp] Weather Station 1 Ambient temperature (C),kalamata_asproxoma_2131kwp__weather_station_1_ambient_temperature__c
[Kalamata_Asproxoma_2131kWp] Weather Station 1 Relative humidity (%),kalamata_asproxoma_2131kwp__weather_station_1_relative_humidity__pct
[Kalamata_Asproxoma_2131kWp] Weather Station 1 Wind speed (m*s^-1),kalamata_asproxoma_2131kwp__weather_station_1_wind_speed__m_s_1
"[Ntarali_Bonitas_0,45MW] Ntarali_Bonitas_0,45MW Average Irradiance (W*m^-2)",ntarali_bonitas_0_45mw__ntarali_bonitas_0_45mw_average_irradiance__w_m_2
"[Ntarali_Bonitas_0,45MW] PCC PCC Current THD-R of neutral (%)",ntarali_bonitas_0_45mw__pcc_current_thd_r_of_neutral__pct
"[Ntarali_Bonitas_0,45MW] PCC PCC Current THD-R of phase L1 (%)",ntarali_bonitas_0_45mw__pcc_current_thd_r_of_phase_l1__pct
"[Ntarali_Bonitas_0,45MW] PCC PCC Current THD-R of phase L2 (%)",ntarali_bonitas_0_45mw__pcc_current_thd_r_of_phase_l2__pct
"[Ntarali_Bonitas_0,45MW] PCC PCC Current THD-R of phase L3 (%)",ntarali_bonitas_0_45mw__pcc_current_thd_r_of_phase_l3__pct
"[Ntarali_Bonitas_0,45MW] PCC PCC active energy export (kWh)",ntarali_bonitas_0_45mw__pcc_active_energy_export__kwh
"[Ntarali_Bonitas_0,45MW] PCC PCC active energy import (kWh)",ntarali_bonitas_0_45mw__pcc_active_energy_import__kwh
"[Ntarali_Bonitas_0,45MW] PCC PCC apparent energy (kVAh)",ntarali_bonitas_0_45mw__pcc_apparent_energy__kvah
"[Ntarali_Bonitas_0,45MW] PCC PCC current of phase L1 (A)",ntarali_bonitas_0_45mw__pcc_current_of_phase_l1__a
"[Ntarali_Bonitas_0,45MW] PCC PCC current of phase L2 (A)",ntarali_bonitas_0_45mw__pcc_current_of_phase_l2__a
"[Ntarali_Bonitas_0,45MW] PCC PCC current of phase L3 (A)",ntarali_bonitas_0_45mw__pcc_current_of_phase_l3__a
"[Ntarali_Bonitas_0,45MW] PCC PCC current unbalance of phase L1 (%)",ntarali_bonitas_0_45mw__pcc_current_unbalance_of_phase_l1__pct
"[Ntarali_Bonitas_0,45MW] PCC PCC current unbalance of phase L2 (%)",ntarali_bonitas_0_45mw__pcc_current_unbalance_of_phase_l2__pct
"[Ntarali_Bonitas_0,45MW] PCC PCC current unbalance of phase L3 (%)",ntarali_bonitas_0_45mw__pcc_current_unbalance_of_phase_l3__pct
"[Ntarali_Bonitas_0,45MW] PCC PCC frequency (Hz)",ntarali_bonitas_0_45mw__pcc_frequency__hz
"[Ntarali_Bonitas_0,45MW] PCC PCC power factor of phase L1 (-)",ntarali_bonitas_0_45mw__pcc_power_factor_of_phase_l1
"[Ntarali_Bonitas_0,45MW] PCC PCC power factor of phase L2 (-)",ntarali_bonitas_0_45mw__pcc_power_factor_of_phase_l2
"[Ntarali_Bonitas_0,45MW] PCC PCC power factor of phase L3 (-)",ntarali_bonitas_0_45mw__pcc_power_factor_of_phase_l3
"[Ntarali_Bonitas_0,45MW] PCC PCC reactive energy export (kVArh)",ntarali_bonitas_0_45mw__pcc_reactive_energy_export__kvarh
"[Ntarali_Bonitas_0,45MW] PCC PCC reactive energy import (kVArh)",ntarali_bonitas_0_45mw__pcc_reactive_energy_import__kvarh
"[Ntarali_Bonitas_0,45MW] PCC PCC total power factor (-)",ntarali_bonitas_0_45mw__pcc_total_power_factor
"[Ntarali_Bonitas_0,45MW] PCC PCC voltage of L1-L2 (Vac)",ntarali_bonitas_0_45mw__pcc_voltage_of_l1_l2__vac
"[Ntarali_Bonitas_0,45MW] PCC PCC voltage of L2-L3 (Vac)",ntarali_bonitas_0_45mw__pcc_voltage_of_l2_l3__vac
"[Ntarali_Bonitas_0,45MW] PCC PCC voltage of L3-L1 (Vac)",ntarali_bonitas_0_45mw__pcc_voltage_of_l3_l1__vac
"[Ntarali_Bonitas_0,45MW] PCC Production active energy export (kWh)",ntarali_bonitas_0_45mw__pcc_production_active_energy_export__kwh
"[Ntarali_Bonitas_0,45MW] PCC Production active energy import (kWh)",ntarali_bonitas_0_45mw__pcc_production_active_energy_import__kwh
"[Ntarali_Bonitas_0,45MW] PCC Production apparent energy (kVAh)",ntarali_bonitas_0_45mw__pcc_production_apparent_energy__kvah
"[Ntarali_Bonitas_0,45MW] PCC Production current of phase L1 (A)",ntarali_bonitas_0_45mw__pcc_production_current_of_phase_l1__a
"[Ntarali_Bonitas_0,45MW] PCC Production current of phase L2 (A)",ntarali_bonitas_0_45mw__pcc_production_current_of_phase_l2__a
"[Ntarali_Bonitas_0,45MW] PCC Production current of phase L3 (A)",ntarali_bonitas_0_45mw__pcc_production_current_of_phase_l3__a
"[Ntarali_Bonitas_0,45MW] PCC Production frequency (Hz)",ntarali_bonitas_0_45mw__pcc_production_frequency__hz
"[Ntarali_Bonitas_0,45MW] PCC Production reactive energy export (kVArh)",ntarali_bonitas_0_45mw__pcc_production_reactive_energy_export__kvarh
"[Ntarali_Bonitas_0,45MW] PCC Production reactive energy import (kVArh)",ntarali_bonitas_0_45mw__pcc_production_reactive_energy_import__kvarh
"[Ntarali_Bonitas_0,45MW] PCC Production total power factor (-)",ntarali_bonitas_0_45mw__pcc_production_total_power_factor
"[Ntarali_Bonitas_0,45MW] PCC Production voltage of L1-L2 (Vac)",ntarali_bonitas_0_45mw__pcc_production_voltage_of_l1_l2__vac
"[Ntarali_Bonitas_0,45MW] PCC Production voltage of L2-L3 (Vac)",ntarali_bonitas_0_45mw__pcc_production_voltage_of_l2_l3__vac
"[Ntarali_Bonitas_0,45MW] PCC Production voltage of L3-L1 (Vac)",ntarali_bonitas_0_45mw__pcc_production_voltage_of_l3_l1__vac
"[Ntarali_Bonitas_0,45MW] PCC Total Production active power (kW)",ntarali_bonitas_0_45mw__pcc_total_production_active_power__kw
"[Ntarali_Bonitas_0,45MW] PCC Total Production apparent power (kVA)",ntarali_bonitas_0_45mw__pcc_total_production_apparent_power__kva
"[Ntarali_Bonitas_0,45MW] PCC Total Production reactive power (kVAr)",ntarali_bonitas_0_45mw__pcc_total_production_reactive_power__kvar
[Ntarali_Concept_296KW] Ntarali_Concept_296KW Average Irradiance (W*m^-2),ntarali_concept_296kw__ntarali_concept_296kw_average_irradiance__w_m_2
[Ntarali_Concept_296KW] PCC PCC Current THD-R of neutral (%),ntarali_concept_296kw__pcc_current_thd_r_of_neutral__pct
[Ntarali_Concept_296KW] PCC PCC Current THD-R of phase L1 (%),ntarali_concept_296kw__pcc_current_thd_r_of_phase_l1__pct
[Ntarali_Concept_296KW] PCC PCC Current THD-R of phase L2 (%),ntarali_concept_296kw__pcc_current_thd_r_of_phase_l2__pct
[Ntarali_Concept_296KW] PCC PCC Current THD-R of phase L3 (%),ntarali_concept_296kw__pcc_current_thd_r_of_phase_l3__pct
[Ntarali_Concept_296KW] PCC PCC active energy export (kWh),ntarali_concept_296kw__pcc_active_energy_export__kwh
[Ntarali_Concept_296KW] PCC PCC active energy import (kWh),ntarali_concept_296kw__pcc_active_energy_import__kwh
[Ntarali_Concept_296KW] PCC PCC apparent energy (kVAh),ntarali_concept_296kw__pcc_apparent_energy__kvah
[Ntarali_Concept_296KW] PCC PCC average current (A),ntarali_concept_296kw__pcc_average_current__a
[Ntarali_Concept_296KW] PCC PCC average line voltage (Vac),ntarali_concept_296kw__pcc_average_line_voltage__vac
[Ntarali_Concept_296KW] PCC PCC average phase voltage (Vac),ntarali_concept_296kw__pcc_average_phase_voltage__vac
[Ntarali_Concept_296KW] PCC PCC current of phase L1 (A),ntarali_concept_296kw__pcc_current_of_phase_l1__a
[Ntarali_Concept_296KW] PCC PCC current of phase L2 (A),ntarali_concept_296kw__pcc_current_of_phase_l2__a
[Ntarali_Concept_296KW] PCC PCC current of phase L3 (A),ntarali_concept_296kw__pcc_current_of_phase_l3__a
[Ntarali_Concept_296KW] PCC PCC current unbalance of phase L1 (%),ntarali_concept_296kw__pcc_current_unbalance_of_phase_l1__pct
[Ntarali_Concept_296KW] PCC PCC current unbalance of phase L2 (%),ntarali_concept_296kw__pcc_current_unbalance_of_phase_l2__pct
[Ntarali_Concept_296KW] PCC PCC current unbalance of phase L3 (%),ntarali_concept_296kw__pcc_current_unbalance_of_phase_l3__pct
[Ntarali_Concept_296KW] PCC PCC frequency (Hz),ntarali_concept_296kw__pcc_frequency__hz
[Ntarali_Concept_296KW] PCC PCC power factor of phase L1 (-),ntarali_concept_296kw__pcc_power_factor_of_phase_l1
[Ntarali_Concept_296KW] PCC PCC power factor of phase L2 (-),ntarali_concept_296kw__pcc_power_factor_of_phase_l2
[Ntarali_Concept_296KW] PCC PCC power factor of phase L3 (-),ntarali_concept_296kw__pcc_power_factor_of_phase_l3
[Ntarali_Concept_296KW] PCC PCC reactive energy export (kVArh),ntarali_concept_296kw__pcc_reactive_energy_export__kvarh
[Ntarali_Concept_296KW] PCC PCC reactive energy import (kVArh),ntarali_concept_296kw__pcc_reactive_energy_import__kvarh
[Ntarali_Concept_296KW] PCC PCC total power factor (-),ntarali_concept_296kw__pcc_total_power_factor
[Ntarali_Concept_296KW] PCC PCC voltage of L1-L2 (Vac),ntarali_concept_296kw__pcc_voltage_of_l1_l2__vac
[Ntarali_Concept_296KW] PCC PCC voltage of L2-L3 (Vac),ntarali_concept_296kw__pcc_voltage_of_l2_l3__vac
[Ntarali_Concept_296KW] PCC PCC voltage of L3-L1 (Vac),ntarali_concept_296kw__pcc_voltage_of_l3_l1__vac
[Ntarali_Concept_296KW] PCC Production active energy export (kWh),ntarali_concept_296kw__pcc_production_active_energy_export__kwh
[Ntarali_Concept_296KW] PCC Production active energy import (kWh),ntarali_concept_296kw__pcc_production_active_energy_import__kwh
[Ntarali_Concept_296KW] PCC Production apparent energy (kVAh),ntarali_concept_296kw__pcc_production_apparent_energy__kvah
[Ntarali_Concept_296KW] PCC Production current of phase L1 (A),ntarali_concept_296kw__pcc_production_current_of_phase_l1__a
[Ntarali_Concept_296KW] PCC Production current of phase L2 (A),ntarali_concept_296kw__pcc_production_current_of_phase_l2__a
[Ntarali_Concept_296KW] PCC Production current of phase L3 (A),ntarali_concept_296kw__pcc_production_current_of_phase_l3__a
[Ntarali_Concept_296KW] PCC Production frequency (Hz),ntarali_concept_296kw__pcc_production_frequency__hz
[Ntarali_Concept_296KW] PCC Production reactive energy export (kVArh),ntarali_concept_296kw__pcc_production_reactive_energy_export__kvarh
[Ntarali_Concept_296KW] PCC Production reactive energy import (kVArh),ntarali_concept_296kw__pcc_production_reactive_energy_import__kvarh
[Ntarali_Concept_296KW] PCC Production total power factor (-),ntarali_concept_296kw__pcc_production_total_power_factor
[Ntarali_Concept_296KW] PCC Production voltage of L1-L2 (Vac),ntarali_concept_296kw__pcc_production_voltage_of_l1_l2__vac
[Ntarali_Concept_296KW] PCC Production voltage of L2-L3 (Vac),ntarali_concept_296kw__pcc_production_voltage_of_l2_l3__vac
[Ntarali_Concept_296KW] PCC Production voltage of L3-L1 (Vac),ntarali_concept_296kw__pcc_production_voltage_of_l3_l1__vac
[Ntarali_Concept_296KW] PCC Total Production active power (kW),ntarali_concept_296kw__pcc_total_production_active_power__kw
